MovieID,rating,Genres
Down by Law (1986),3.4,Comedy|Drama
Akira (1988),2.85,Adventure|Animation|Sci-Fi|Thriller
Highlander (1986),3.09,Action|Adventure
Cool Hand Luke (1967),3.82,Comedy|Drama
Cyrano de Bergerac (1990),2.96,Action|Drama|Romance
Young Frankenstein (1974),3.71,Comedy|Horror
Night on Earth (1991),3.81,Comedy|Drama
Raise the Red Lantern (1991),4.21,Drama
Great Dictator,2.48, The (1940)
Fantasia (1940),3.5,Animation|Children's|Musical
High Noon (1952),4.21,Western
Big Sleep,4.03, The (1946)
Heathers (1989),2.97,Comedy
Somewhere in Time (1980),3.5,Drama|Romance
Ben-Hur (1959),3.84,Action|Adventure|Drama
This Is Spinal Tap (1984),3.19,Comedy|Drama|Musical
Koyaanisqatsi (1983),3.05,Documentary|War
Some Kind of Wonderful (1987),3.8,Drama|Romance
Indiana Jones and the Last Crusade (1989),3.54,Action|Adventure
Being There (1979),3.14,Comedy
Gandhi (1982),3.41,Drama
M*A*S*H (1970),2.75,Comedy|War
Unbearable Lightness of Being,3.88, The (1988)
Room with a View,3.35, A (1986)
Real Genius (1985),3.66,Comedy
Pink Floyd - The Wall (1982),2.98,Drama|Musical|War
Killing Fields,3.42, The (1984)
My Life as a Dog (Mitt liv som hund) (1985),2.91,Drama
Forbidden Planet (1956),3.58,Sci-Fi
Field of Dreams (1989),1.96,Drama
Man Who Would Be King,2.78, The (1975)
Butch Cassidy and the Sundance Kid (1969),1.55,Action|Comedy|Western
Paris,3.83, Texas (1984)
Until the End of the World (Bis ans Ende der Welt) (1991),3.27,Drama|Sci-Fi
When Harry Met Sally... (1989),1.0,Comedy|Romance
I Shot a Man in Vegas (1995),4.09,Comedy
Parallel Sons (1995),2.59,Drama|Romance
Hype! (1996),1.85,Documentary
Santa with Muscles (1996),3.2,Comedy
Female Perversions (1996),2.9,Drama
Mad Dog Time (1996),3.74,Crime
Breathing Room (1996),3.76,Romance
Paris Was a Woman (1995),4.02,Documentary
Anna (1996),3.33,Drama
I'm Not Rappaport (1996),3.73,Comedy
Blue Juice (1995),3.65,Comedy|Drama
Kids of Survival (1993),3.19,Documentary
Alien?(1992),3.2,Action|Horror|Sci-Fi|Thriller
American Werewolf in London,3.51, An (1981)
Amityville 1992: It's About Time (1992),3.14,Horror
Amityville 3-D (1983),3.04,Horror
Amityville: Dollhouse (1996),3.46,Horror
Amityville: A New Generation (1993),3.58,Horror
Amityville II: The Possession (1982),3.81,Horror
Amityville Horror,3.05, The (1979)
Amityville Curse,2.87, The (1990)
Blood For Dracula (Andy Warhol's Dracula) (1974),3.96,Horror
April Fool's Day (1986),3.9,Comedy|Horror
Audrey Rose (1977),3.38,Horror
Believers,3.6, The (1987)
Birds,3.56, The (1963)
Blob,3.26, The (1958)
Blood Beach (1981),2.77,Action|Horror
Body Parts (1991),3.96,Horror
Body Snatcher,4.0, The (1945)
Bram Stoker's Dracula (1992),3.05,Horror|Romance
Bride of Frankenstein (1935),3.02,Horror
Burnt Offerings (1976),4.36,Horror
Candyman (1992),3.29,Horror
Cape Fear (1991),2.52,Thriller
Cape Fear (1962),2.29,Film-Noir|Thriller
Carrie (1976),3.25,Horror
Cat People (1982),3.31,Horror
Nightmare on Elm Street,1.0, A (1984)
Nosferatu (Nosferatu,2.55, eine Symphonie des Grauens) (1922)
Nosferatu a Venezia (1986),2.77,Horror
Omen,1.8, The (1976)
Blood & Wine (1997),4.0,Drama
Albino Alligator (1996),2.89,Crime|Thriller
Mirror Has Two Faces,3.1, The (1996)
Breaking the Waves (1996),2.82,Drama
Nightwatch (1997),2.35,Horror|Thriller
Star Trek: First Contact (1996),2.77,Action|Adventure|Sci-Fi
Shine (1996),3.44,Drama|Romance
Sling Blade (1996),3.1,Drama|Thriller
Jingle All the Way (1996),3.38,Adventure|Children's|Comedy
Identification of a Woman (Identificazione di una donna) (1982),2.17,Drama
Paradise Lost: The Child Murders at Robin Hood Hills (1996),4.05,Documentary
Garden of Finzi-Contini,3.37, The (Giardino dei Finzi-Contini
Preacher's Wife,4.15, The (1996)
Zero Kelvin (Kj?lighetens kj?ere) (1995),3.79,Action
Ridicule (1996),2.43,Drama
Crucible,3.16, The (1996)
101 Dalmatians (1996),2.77,Children's|Comedy
Forbidden Christ,2.36, The (Cristo proibito
I Can't Sleep (J'ai pas sommeil) (1994),3.11,Drama|Thriller
Die Hard 2 (1990),2.83,Action|Thriller
Star Trek: The Motion Picture (1979),3.36,Action|Adventure|Sci-Fi
Star Trek VI: The Undiscovered Country (1991),2.68,Action|Adventure|Sci-Fi
Star Trek V: The Final Frontier (1989),2.57,Action|Adventure|Sci-Fi
Star Trek: The Wrath of Khan (1982),3.03,Action|Adventure|Sci-Fi
Star Trek III: The Search for Spock (1984),3.35,Action|Adventure|Sci-Fi
Star Trek IV: The Voyage Home (1986),3.49,Action|Adventure|Sci-Fi
Batman Returns (1992),3.8,Action|Adventure|Comedy|Crime
Young Guns (1988),2.56,Action|Comedy|Western
Young Guns II (1990),4.0,Action|Comedy|Western
Grease (1978),3.4,Comedy|Musical|Romance
Grease 2 (1982),3.25,Comedy|Musical|Romance
Marked for Death (1990),2.83,Action|Drama
Adrenalin: Fear the Rush (1996),2.34,Action|Sci-Fi
Substance of Fire,3.15, The (1996)
Under Siege (1992),3.49,Action
Terror in a Texas Town (1958),3.44,Western
Jaws (1975),3.2,Action|Horror
Jaws 2 (1978),3.28,Action|Horror
Jaws 3-D (1983),3.33,Action|Horror
My Fellow Americans (1996),2.76,Comedy
Mars Attacks! (1996),3.7,Action|Comedy|Sci-Fi|War
Citizen Ruth (1996),3.5,Comedy|Drama
Jerry Maguire (1996),3.14,Drama|Romance
Raising Arizona (1987),3.07,Comedy
Tin Men (1987),2.86,Comedy|Drama
Sneakers (1992),2.57,Crime|Drama|Sci-Fi
Bastard Out of Carolina (1996),1.81,Drama
In Love and War (1996),3.29,Romance|War
Marvin's Room (1996),2.47,Drama
Somebody is Waiting (1996),1.32,Drama
Ghosts of Mississippi (1996),3.16,Drama
Night Falls on Manhattan (1997),2.08,Crime|Drama
Beavis and Butt-head Do America (1996),3.14,Animation|Comedy
C??onie,2.2, La (1995)
Scream (1996),3.81,Horror|Thriller
Last of the Mohicans,2.61, The (1992)
Michael (1996),3.08,Comedy|Romance
Evening Star,2.32, The (1996)
Hamlet (1996),3.5,Drama
Some Mother's Son (1996),3.33,Drama
Whole Wide World,3.31, The (1996)
Mother (1996),3.67,Comedy
Thieves (Voleurs,2.5, Les) (1996)
Evita (1996),3.58,Drama|Musical
Portrait of a Lady,3.05, The (1996)
Walkabout (1971),2.71,Drama
Message to Love: The Isle of Wight Festival (1996),2.56,Documentary
Grateful Dead (1995),3.65,Documentary
Murder at 1600 (1997),3.71,Mystery|Thriller
Hearts and Minds (1996),3.42,Drama
Inside (1996),3.33,Action
Fierce Creatures (1997),2.47,Comedy
Zeus and Roxanne (1997),2.43,Children's
Turbulence (1997),2.63,Thriller
Angel Baby (1995),2.09,Drama
Jackie Chan's First Strike (1996),2.47,Action
Underworld (1997),3.64,Thriller
Beverly Hills Ninja (1997),2.0,Action|Comedy
Metro (1997),3.23,Action
Machine,3.64, The (1994)
Stranger,2.67, The (1994)
Falling in Love Again (1980),3.88,Comedy
Cement Garden,3.67, The (1993)
Dante's Peak (1997),3.49,Action|Thriller
Meet Wally Sparks (1997),4.14,Comedy
Amos & Andrew (1993),1.67,Comedy
Benny & Joon (1993),2.82,Comedy|Romance
Prefontaine (1997),3.1,Drama
Tickle in the Heart,3.54, A (1996)
Guantanamera (1994),3.29,Comedy
McHale's Navy (1997),3.04,Comedy|War
Kolya (1996),4.07,Comedy
Gridlock'd (1997),3.82,Crime
Fire on the Mountain (1996),3.32,Documentary
Waiting for Guffman (1996),2.5,Comedy
Prisoner of the Mountains (Kavkazsky Plennik) (1996),2.68,War
Beautician and the Beast,2.7, The (1997)
SubUrbia (1997),2.83,Comedy
Hotel de Love (1996),3.27,Comedy|Romance
Pest,2.75, The (1997)
Fools Rush In (1997),3.48,Comedy|Romance
Touch (1997),3.0,Romance
Absolute Power (1997),1.87,Mystery|Thriller
That Darn Cat! (1997),1.5,Children's|Comedy|Mystery
Vegas Vacation (1997),3.25,Comedy
Unforgotten: Twenty-Five Years After Willowbrook (1996),2.26,Documentary
That Old Feeling (1997),3.6,Comedy|Romance
Lost Highway (1997),3.83,Mystery
Rosewood (1997),3.0,Drama
Donnie Brasco (1997),3.28,Crime|Drama
Salut cousin! (1996),3.44,Comedy|Drama
Booty Call (1997),3.43,Comedy|Romance
Rhyme & Reason (1997),3.3,Documentary
Boys Life 2 (1997),3.96,Drama
City of Industry (1997),3.73,Crime|Thriller
Best Men (1997),3.4,Action|Comedy|Crime|Drama
Jungle2Jungle (a.k.a. Jungle 2 Jungle) (1997),2.87,Children's|Comedy
Kama Sutra: A Tale of Love (1996),3.14,Romance
Private Parts (1997),3.0,Comedy|Drama
Love Jones (1997),3.74,Romance
Saint,2.85, The (1997)
Smilla's Sense of Snow (1997),3.17,Action|Drama|Thriller
Van,2.78, The (1996)
Crash (1996),3.77,Drama|Thriller
Daytrippers,3.21, The (1996)
Liar Liar (1997),3.05,Comedy
Quiet Room,3.42, The (1996)
Selena (1997),3.08,Drama|Musical
Devil's Own,3.36, The (1997)
Cats Don't Dance (1997),2.52,Animation|Children's|Musical
B*A*P*S (1997),2.62,Comedy
Love and Other Catastrophes (1996),2.49,Romance
Sixth Man,2.86, The (1997)
Turbo: A Power Rangers Movie (1997),3.78,Action|Adventure|Children's
Anna Karenina (1997),1.74,Drama|Romance
Double Team (1997),3.47,Action
Inventing the Abbotts (1997),3.41,Drama|Romance
Anaconda (1997),2.71,Action|Adventure|Thriller
Grosse Pointe Blank (1997),1.64,Comedy|Crime
Keys to Tulsa (1997),2.87,Crime
Kissed (1996),2.72,Romance
8 Heads in a Duffel Bag (1997),2.12,Comedy
Hollow Reed (1996),2.93,Drama
Paradise Road (1997),2.75,Drama|War
Traveller (1997),2.66,Drama
All Over Me (1997),2.34,Drama
Brother's Kiss,3.59, A (1997)
A Chef in Love (1996),2.75,Comedy
Romy and Michele's High School Reunion (1997),4.05,Comedy
Temptress Moon (Feng Yue) (1996),3.35,Romance
Volcano (1997),3.33,Drama|Thriller
Children of the Revolution (1996),2.9,Comedy
Austin Powers: International Man of Mystery (1997),3.28,Comedy
Breakdown (1997),3.62,Action|Thriller
Broken English (1996),3.09,Drama
Commandments (1997),4.22,Romance
Ripe (1996),3.43,Drama
Truth or Consequences,3.34, N.M. (1997)
Turning,3.28, The (1992)
Warriors of Virtue (1997),2.4,Action|Adventure|Children's|Fantasy
Fathers' Day (1997),2.21,Comedy
Fifth Element,2.72, The (1997)
Intimate Relations (1996),3.91,Comedy
Nowhere (1997),2.52,Drama
Losing Chase (1996),3.08,Drama
Sprung (1997),3.02,Comedy
Promise,2.0, The (La Promesse) (1996)
Bonheur,3.59, Le (1965)
Love! Valour! Compassion! (1997),2.45,Drama|Romance
Shall We Dance? (Shall We Dansu?) (1996),3.66,Comedy
Second Jungle Book: Mowgli & Baloo,3.8, The (1997)
Twin Town (1997),2.4,Comedy|Crime
Addicted to Love (1997),3.78,Comedy|Romance
Brassed Off (1996),2.54,Comedy|Drama|Romance
Designated Mourner,3.87, The (1997)
Lost World: Jurassic Park,3.05, The (1997)
Ponette (1996),3.88,Drama
Schizopolis (1996),2.63,Comedy
Shiloh (1997),3.44,Children's|Drama
War at Home,2.82, The (1996)
Rough Magic (1995),2.88,Drama|Romance
Trial and Error (1997),3.47,Comedy|Romance
Buddy (1997),3.85,Adventure|Children's|Drama
Con Air (1997),3.34,Action|Adventure|Thriller
Late Bloomers (1996),2.88,Comedy
Pillow Book,3.25, The (1995)
To Have,3.71, or Not (1995)
Speed 2: Cruise Control (1997),3.31,Action|Romance|Thriller
Squeeze (1996),2.43,Drama
Sudden Manhattan (1996),3.21,Comedy
Next Step,3.5, The (1995)
Wedding Bell Blues (1996),3.17,Comedy
Batman & Robin (1997),2.86,Action|Adventure|Crime
Dream With the Fishes (1997),3.57,Drama
Roseanna's Grave (For Roseanna) (1997),3.19,Comedy|Romance
Head Above Water (1996),2.65,Comedy|Thriller
Hercules (1997),3.84,Adventure|Animation|Children's|Comedy|Musical
Last Time I Committed Suicide,4.2, The (1997)
MURDER and murder (1996),2.68,Crime|Drama|Mystery
My Best Friend's Wedding (1997),2.6,Comedy|Romance
Tetsuo II: Body Hammer (1992),2.78,Sci-Fi
When the Cats Away (Chacun cherche son chat) (1996),2.54,Comedy|Romance
Contempt (Le M?ris) (1963),3.46,Drama
Face/Off (1997),3.5,Action|Sci-Fi|Thriller
Fall (1997),3.18,Romance
Gabbeh (1996),3.57,Drama
Mondo (1996),3.77,Drama
Innocent Sleep,4.0, The (1995)
For Ever Mozart (1996),3.09,Drama
Men in Black (1997),3.13,Action|Adventure|Comedy|Sci-Fi
Out to Sea (1997),2.76,Comedy
Wild America (1997),3.83,Adventure|Children's
Simple Wish,1.96, A (1997)
Contact (1997),3.79,Drama|Sci-Fi
Love Serenade (1996),2.18,Comedy
G.I. Jane (1997),3.86,Action|Drama|War
Conan the Barbarian (1982),3.76,Action|Adventure
George of the Jungle (1997),3.72,Children's|Comedy
Cop Land (1997),3.5,Crime|Drama|Mystery
Event Horizon (1997),3.16,Action|Mystery|Sci-Fi|Thriller
Spawn (1997),3.08,Action|Adventure|Sci-Fi|Thriller
Air Bud (1997),3.5,Children's|Comedy
Picture Perfect (1997),3.15,Comedy|Romance
In the Company of Men (1997),2.96,Drama
Free Willy 3: The Rescue (1997),2.55,Adventure|Children's|Drama
Career Girls (1997),3.72,Drama
Conspiracy Theory (1997),3.73,Action|Mystery|Romance|Thriller
Desperate Measures (1998),3.69,Crime|Drama|Thriller
Steel (1997),3.57,Action
She's So Lovely (1997),3.5,Drama|Romance
Hoodlum (1997),3.42,Crime|Drama|Film-Noir
Leave It to Beaver (1997),2.55,Comedy
Mimic (1997),2.94,Sci-Fi|Thriller
Money Talks (1997),4.18,Action|Comedy
Excess Baggage (1997),1.88,Adventure|Romance
Kull the Conqueror (1997),2.0,Action|Adventure
Air Force One (1997),3.25,Action|Thriller
187 (1997),3.04,Drama
Hunt for Red October,2.0, The (1990)
My Own Private Idaho (1991),3.0,Drama
Kiss Me,2.98, Guido (1997)
Star Maps (1997),2.57,Drama
In & Out (1997),4.04,Comedy
Edge,1.29, The (1997)
Peacemaker,3.58, The (1997)
L.A. Confidential (1997),3.44,Crime|Film-Noir|Mystery|Thriller
Seven Years in Tibet (1997),3.0,Drama|War
Kiss the Girls (1997),3.74,Crime|Drama|Thriller
Soul Food (1997),2.77,Drama
Kicked in the Head (1997),3.23,Comedy|Drama
Wishmaster (1997),3.32,Horror
Thousand Acres,3.69, A (1997)
Game,3.73, The (1997)
Fire Down Below (1997),1.88,Action|Drama|Thriller
U Turn (1997),3.74,Action|Crime|Mystery
Locusts,3.11, The (1997)
MatchMaker,3.83, The (1997)
Lay of the Land,3.2, The (1997)
Assignment,1.36, The (1997)
Smile Like Yours,4.0, A (1997)
Ulee's Gold (1997),3.91,Drama
Ice Storm,2.68, The (1997)
Stag (1997),2.76,Action|Thriller
Chasing Amy (1997),3.49,Drama|Romance
How to Be a Player (1997),3.82,Comedy
Full Monty,3.4, The (1997)
Indian Summer (a.k.a. Alive & Kicking) (1996),2.19,Comedy|Drama
Mrs. Brown (Her Majesty,2.66, Mrs. Brown) (1997)
I Know What You Did Last Summer (1997),3.2,Horror|Mystery|Thriller
Devil's Advocate,3.39, The (1997)
Rocket Man (1997),3.53,Comedy
Playing God (1997),2.55,Crime|Thriller
House of Yes,3.65, The (1997)
Fast,3.98, Cheap & Out of Control (1997)
Washington Square (1997),1.87,Drama
Telling Lies in America (1997),2.74,Drama
Year of the Horse (1997),3.0,Documentary
Gattaca (1997),3.0,Drama|Sci-Fi|Thriller
FairyTale: A True Story (1997),3.14,Children's|Drama|Fantasy
Phantoms (1998),3.47,Horror
Swept from the Sea (1997),2.64,Romance
Wonderland (1997),2.43,Documentary
Life Less Ordinary,2.5, A (1997)
Hurricane Streets (1998),3.49,Drama
Eve's Bayou (1997),2.66,Drama
Switchback (1997),4.12,Thriller
Gang Related (1997),2.5,Crime
Stripes (1981),2.93,Comedy
N?ette et Boni (1996),3.95,Drama
Bean (1997),3.39,Comedy
Hugo Pool (1997),3.5,Romance
Mad City (1997),3.96,Action|Drama
One Night Stand (1997),2.96,Drama
Tango Lesson,3.17, The (1997)
Welcome To Sarajevo (1997),2.38,Drama|War
Deceiver (1997),3.43,Crime
Rainmaker,4.5, The (1997)
Boogie Nights (1997),2.4,Drama
Witness (1985),4.01,Drama|Romance|Thriller
Incognito (1997),2.57,Crime|Thriller
Starship Troopers (1997),3.41,Action|Adventure|Sci-Fi|War
Critical Care (1997),3.04,Comedy
Joy Luck Club,3.03, The (1993)
Chairman of the Board (1998),3.45,Comedy
Sliding Doors (1998),2.89,Drama|Romance
Mortal Kombat: Annihilation (1997),3.41,Action|Adventure
Truman Show,3.81, The (1998)
Wings of the Dove,3.56, The (1997)
Mrs. Dalloway (1997),3.69,Romance
I Love You,3.48, I Love You Not (1996)
Red Corner (1997),3.36,Crime|Thriller
Jackal,2.0, The (1997)
Anastasia (1997),2.96,Animation|Children's|Musical
Man Who Knew Too Little,3.0, The (1997)
Alien: Resurrection (1997),2.0,Action|Horror|Sci-Fi
Alien Escape (1995),3.19,Horror|Sci-Fi
Amistad (1997),2.05,Drama
Apostle,3.37, The (1997)
Artemisia (1997),2.67,Drama
Bent (1997),1.55,Drama|War
Big Bang Theory,4.0, The (1994)
Boys,3.0, Les (1997)
Butcher Boy,5.0, The (1998)
Deconstructing Harry (1997),2.58,Comedy|Drama
Flubber (1997),4.0,Children's|Comedy|Fantasy
For Richer or Poorer (1997),3.0,Comedy
Good Will Hunting (1997),3.94,Drama
Guy (1996),3.29,Drama
Harlem River Drive (1996),3.31,Drama
Home Alone 3 (1997),2.69,Children's|Comedy
Ill Gotten Gains (1997),2.26,Drama
Legal Deceit (1997),3.38,Thriller
Man of Her Dreams (1996),2.95,Drama
Midnight in the Garden of Good and Evil (1997),4.0,Comedy|Crime|Drama|Mystery
Mouse Hunt (1997),3.0,Children's|Comedy
Never Met Picasso (1996),3.86,Romance
Office Killer (1997),3.75,Thriller
Other Voices,3.25, Other Rooms (1997)
Scream 2 (1997),3.05,Horror|Thriller
Stranger in the House (1997),2.57,Thriller
Sweet Hereafter,2.85, The (1997)
Time Tracers (1995),4.0,Action|Adventure|Sci-Fi
Titanic (1997),2.0,Drama|Romance
Tomorrow Never Dies (1997),2.0,Action|Romance|Thriller
Twisted (1996),3.02,Comedy|Drama
Full Speed (1996),2.4,Drama
Education of Little Tree,3.06, The (1997)
Postman,3.08, The (1997)
Horse Whisperer,3.27, The (1998)
Winter Guest,3.53, The (1997)
Jackie Brown (1997),3.77,Crime|Drama
Kundun (1997),3.33,Drama
Mr. Magoo (1997),2.05,Comedy
Big Lebowski,2.22, The (1998)
Afterglow (1997),2.73,Drama|Romance
My Life in Pink (Ma vie en rose) (1997),3.56,Comedy|Drama
Great Expectations (1998),3.09,Drama|Romance
Vermin (1998),2.42,Comedy
3 Ninjas: High Noon On Mega Mountain (1998),2.0,Action|Children's
Men of Means (1998),2.31,Action|Drama
Midaq Alley (Callej? de los milagros,3.51, El) (1995)
Caught Up (1998),4.0,Crime
Arguing the World (1996),3.2,Documentary
Firestorm (1998),3.76,Action|Adventure|Thriller
Senseless (1998),3.37,Comedy
Wag the Dog (1997),3.4,Comedy|Drama
Dark City (1998),3.17,Film-Noir|Sci-Fi|Thriller
Leading Man,2.5, The (1996)
Star Kid (1997),2.0,Adventure|Children's|Fantasy|Sci-Fi
Hard Rain (1998),3.91,Action|Thriller
Half Baked (1998),3.42,Comedy
Fallen (1998),2.78,Action|Mystery|Thriller
Shooting Fish (1997),2.32,Romance
Prophecy II,3.44, The (1998)
Duoluo tianshi (1995),3.35,Drama
Dangerous Beauty (1998),3.69,Drama
Four Days in September (1997),2.75,Drama
Spice World (1997),2.48,Comedy|Musical
Deep Rising (1998),2.99,Action|Horror|Sci-Fi
Tainted (1998),3.88,Comedy|Thriller
Letter From Death Row,2.43, A (1998)
Music From Another Room (1998),1.89,Drama|Romance
Mat' i syn (1997),3.37,Drama
Replacement Killers,3.76, The (1998)
B. Monkey (1998),2.91,Romance|Thriller
Night Flier (1997),3.24,Horror
Blues Brothers 2000 (1998),3.11,Action|Comedy|Musical
Tokyo Fist (1995),3.5,Action|Drama
Mass Transit (1998),3.64,Comedy|Drama
Ride (1998),3.2,Drama
Wedding Singer,4.16, The (1998)
Sphere (1998),4.0,Adventure|Sci-Fi|Thriller
Ayn Rand: A Sense of Life (1997),3.1,Documentary
Further Gesture,3.33, A (1996)
Little City (1998),3.49,Comedy|Romance
Palmetto (1998),1.5,Film-Noir|Mystery|Thriller
As Good As It Gets (1997),3.22,Comedy|Drama
King of New York (1990),3.74,Action|Crime
Paralyzing Fear: The Story of Polio in America,3.0, A (1998)
Men With Guns (1997),3.49,Action|Drama
Sadness of Sex,3.76, The (1995)
Twilight (1998),2.93,Crime|Drama
U.S. Marshalls (1998),3.8,Action|Thriller
Welcome to Woop-Woop (1997),3.83,Comedy
Love and Death on Long Island (1997),3.81,Comedy|Drama
Callej? de los milagros,4.0, El (1995)
In God's Hands (1998),3.51,Action|Drama
Everest (1998),3.19,Documentary
Hush (1998),3.14,Thriller
Suicide Kings (1997),3.17,Crime|Drama
Man in the Iron Mask,2.81, The (1998)
Newton Boys,3.79, The (1998)
Wild Things (1998),3.42,Crime|Drama|Mystery|Thriller
Paulie (1998),3.9,Adventure|Children's|Comedy
Cool Dry Place,2.63, A (1998)
Hana-bi (1997),3.89,Comedy|Crime|Drama
Primary Colors (1998),3.19,Drama
Niagara,4.19, Niagara (1997)
Wide Awake (1998),3.38,Children's|Comedy|Drama
Price Above Rubies,3.79, A (1998)
Eden (1997),3.0,Drama
Two Girls and a Guy (1997),4.03,Comedy|Drama
No Looking Back (1998),3.28,Comedy|Drama|Romance
Storefront Hitchcock (1997),3.38,Drama
Proposition,4.01, The (1998)
Object of My Affection,4.03, The (1998)
Meet the Deedles (1998),3.88,Children's|Comedy
Homegrown (1998),3.73,Comedy|Thriller
Player's Club,3.91, The (1998)
Barney's Great Adventure (1998),4.12,Adventure|Children's
Big One,3.89, The (1997)
Chinese Box (1997),3.81,Drama|Romance
Follow the Bitch (1998),4.03,Comedy
Lost in Space (1998),3.28,Action|Sci-Fi|Thriller
Heaven's Burning (1997),4.1,Action|Drama
Mercury Rising (1998),4.27,Action|Drama|Thriller
Spanish Prisoner,3.98, The (1997)
City of Angels (1998),4.06,Romance
Last Days of Disco,3.86, The (1998)
Odd Couple II,4.23, The (1998)
My Giant (1998),4.13,Comedy
He Got Game (1998),3.69,Drama
Gingerbread Man,4.11, The (1998)
Illtown (1996),4.1,Crime|Drama
Slappy and the Stinkers (1998),3.94,Children's|Comedy
Live Flesh (1997),3.8,Drama
Zero Effect (1998),3.99,Comedy|Thriller
Nil By Mouth (1997),3.8,Drama
Ratchet (1996),3.61,Drama|Thriller
Borrowers,3.65, The (1997)
Prince Valiant (1997),3.98,Adventure
I Love You,4.05, Don't Touch Me! (1998)
Leather Jacket Love Story (1997),3.88,Drama|Romance
Love Walked In (1998),4.05,Drama|Thriller
Alan Smithee Film: Burn Hollywood Burn,3.81, An (1997)
Kissing a Fool (1998),3.68,Comedy|Romance
Krippendorf's Tribe (1998),3.65,Comedy
Kurt & Courtney (1998),3.64,Documentary|Musical
Real Blonde,3.88, The (1997)
Mr. Nice Guy (1997),2.32,Action|Comedy
Taste of Cherry (1997),2.64,Drama
Character (Karakter) (1997),2.24,Drama
Junk Mail (1997),2.0,Comedy|Thriller
Species II (1998),2.18,Horror|Sci-Fi
Major League: Back to the Minors (1998),3.04,Comedy
Sour Grapes (1998),2.43,Comedy
Wild Man Blues (1998),1.98,Documentary
Big Hit,2.18, The (1998)
Tarzan and the Lost City (1998),2.08,Action|Adventure
Truce,2.18, The (1996)
Black Dog (1998),2.15,Action|Thriller
Dancer,1.84, Texas Pop. 81 (1998)
Friend of the Deceased,3.71, A (1997)
Go Now (1995),2.75,Drama
Mis?ables,2.1, Les (1998)
Still Breathing (1997),2.41,Comedy|Romance
Clockwatchers (1997),2.13,Comedy
Deep Impact (1998),2.33,Action|Drama|Sci-Fi|Thriller
Little Men (1998),2.1,Drama
Woo (1998),1.47,Comedy|Romance
Hanging Garden,1.69, The (1997)
Lawn Dogs (1997),2.7,Drama
Quest for Camelot (1998),2.11,Adventure|Animation|Children's|Fantasy
Godzilla (1998),1.9,Action|Sci-Fi
Bulworth (1998),3.68,Comedy
Fear and Loathing in Las Vegas (1998),2.42,Comedy|Drama
Opposite of Sex,1.83, The (1998)
I Got the Hook Up (1998),3.96,Comedy
Almost Heroes (1998),1.77,Adventure|Comedy
Hope Floats (1998),2.75,Comedy|Drama|Romance
Insomnia (1997),3.89,Thriller
Little Boy Blue (1997),3.55,Drama
Ugly,3.25, The (1997)
Perfect Murder,3.27, A (1998)
Beyond Silence (1996),2.51,Drama
Six Days Seven Nights (1998),3.5,Adventure|Comedy|Romance
Can't Hardly Wait (1998),3.56,Comedy|Drama|Romance
Cousin Bette (1998),2.68,Comedy
High Art (1998),2.53,Drama|Romance
Land Girls,3.52, The (1998)
Passion in the Desert (1998),4.08,Adventure|Drama
Children of Heaven,3.34, The (Bacheha-Ye Aseman) (1997)
Dear Jesse (1997),3.24,Documentary
Dream for an Insomniac (1996),3.45,Drama|Romance
Hav Plenty (1997),3.18,Comedy
Henry Fool (1997),3.45,Comedy|Drama
Marie Baie Des Anges (1997),2.66,Drama
Mr. Jealousy (1997),2.99,Comedy|Romance
Mulan (1998),3.74,Animation|Children's
Resurrection Man (1998),4.56,Drama|Thriller
X-Files: Fight the Future,3.97, The (1998)
I Went Down (1997),3.36,Action|Comedy|Crime
Doctor Dolittle (1998),3.53,Comedy
Out of Sight (1998),3.34,Action|Crime|Romance
Picnic at Hanging Rock (1975),3.32,Drama|Mystery
Smoke Signals (1998),3.34,Comedy|Drama
Voyage to the Beginning of the World (1997),2.69,Drama
Buffalo 66 (1998),2.45,Action|Comedy|Drama
Armageddon (1998),4.34,Action|Adventure|Sci-Fi|Thriller
Lethal Weapon 4 (1998),3.67,Action|Comedy|Crime|Drama
Madeline (1998),3.03,Children's|Comedy
Small Soldiers (1998),2.92,Animation|Children's|Fantasy|War
Pi (1998),3.16,Sci-Fi|Thriller
Whatever (1998),2.77,Drama
There's Something About Mary (1998),3.11,Comedy
Plan 9 from Outer Space (1958),2.22,Horror|Sci-Fi
Wings (1927),3.54,Drama|Romance|War
Broadway Melody,2.9, The (1929)
All Quiet on the Western Front (1930),1.0,War
Cimarron (1931),2.95,Western
Grand Hotel (1932),2.67,Drama
Cavalcade (1933),2.63,Drama
Mutiny on the Bounty (1935),3.27,Adventure
Great Ziegfeld,2.54, The (1936)
Life of ?ile Zola,3.45, The (1937)
You Can't Take It With You (1938),3.47,Comedy
How Green Was My Valley (1941),3.18,Drama
Mrs. Miniver (1942),3.5,Drama|War
Going My Way (1944),3.32,Comedy
Lost Weekend,2.54, The (1945)
Best Years of Our Lives,2.55, The (1946)
Gentleman's Agreement (1947),2.87,Drama
Hamlet (1948),2.26,Drama
All the King's Men (1949),2.93,Drama
Greatest Show on Earth,2.83, The (1952)
From Here to Eternity (1953),3.5,Drama|Romance|War
On the Waterfront (1954),3.34,Crime|Drama
Marty (1955),3.61,Drama|Romance
West Side Story (1961),3.28,Musical|Romance
Tom Jones (1963),2.99,Comedy
Man for All Seasons,3.57, A (1966)
